UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",242,"R",49,"R",50,"R",98,"R",38,"R",7,"R",0
100654,10,"R",242,"R",49,"R",50,"R",98,"R",38,"R",7,"R",0
100654,20,"R",99,"R",49,"R",32,"R",18,"R",0,"R",0,"R",0
100654,30,"R",39,"R",0,"R",9,"R",30,"R",0,"R",0,"R",0
100654,40,"R",104,"R",0,"R",9,"R",50,"R",38,"R",7,"R",0
100654,42,"R",104,"R",0,"R",9,"R",50,"R",38,"R",7,"R",0
100663, 0,"R",2523,"R",735,"R",677,"R",893,"R",218,"R",0,"R",0
100663,10,"R",2523,"R",735,"R",677,"R",893,"R",218,"R",0,"R",0
100663,20,"R",900,"R",604,"R",295,"R",1,"R",0,"R",0,"R",0
100663,30,"R",515,"R",9,"R",109,"R",397,"R",0,"R",0,"R",0
100663,40,"R",1108,"R",122,"R",273,"R",495,"R",218,"R",0,"R",0
100663,42,"R",1108,"R",122,"R",273,"R",495,"R",218,"R",0,"R",0
100690, 0,"R",30,"R",13,"R",10,"R",5,"R",2,"R",0,"R",0
100690,10,"R",30,"R",13,"R",10,"R",5,"R",2,"R",0,"R",0
100690,40,"R",30,"R",13,"R",10,"R",5,"R",2,"R",0,"R",0
100690,42,"R",24,"R",11,"R",9,"R",3,"R",1,"R",0,"R",0
100690,43,"R",6,"R",2,"R",1,"R",2,"R",1,"R",0,"R",0
100706, 0,"R",363,"R",75,"R",101,"R",97,"R",16,"R",74,"R",0
100706,10,"R",363,"R",75,"R",101,"R",97,"R",16,"R",74,"R",0
100706,20,"R",164,"R",74,"R",89,"R",1,"R",0,"R",0,"R",0
100706,30,"R",72,"R",0,"R",6,"R",66,"R",0,"R",0,"R",0
100706,40,"R",127,"R",1,"R",6,"R",30,"R",16,"R",74,"R",0
100706,41,"R",123,"R",1,"R",6,"R",30,"R",14,"R",72,"R",0
100706,42,"R",4,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
100706,44,"R",123,"R",1,"R",6,"R",30,"R",14,"R",72,"R",0
100724, 0,"R",226,"R",56,"R",63,"R",67,"R",36,"R",0,"R",4
100724,10,"R",222,"R",56,"R",63,"R",67,"R",36,"R",0,"R",0
100724,20,"R",105,"R",56,"R",46,"R",3,"R",0,"R",0,"R",0
100724,30,"R",66,"R",0,"R",15,"R",51,"R",0,"R",0,"R",0
100724,40,"R",51,"R",0,"R",2,"R",13,"R",36,"R",0,"R",0
100724,42,"R",51,"R",0,"R",2,"R",13,"R",36,"R",0,"R",0
100724,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100751, 0,"R",1528,"R",319,"R",363,"R",502,"R",328,"R",16,"R",0
100751,10,"R",1528,"R",319,"R",363,"R",502,"R",328,"R",16,"R",0
100751,20,"R",597,"R",287,"R",305,"R",5,"R",0,"R",0,"R",0
100751,30,"R",408,"R",20,"R",19,"R",369,"R",0,"R",0,"R",0
100751,40,"R",523,"R",12,"R",39,"R",128,"R",328,"R",16,"R",0
100751,42,"R",521,"R",12,"R",39,"R",127,"R",327,"R",16,"R",0
100751,43,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
100760, 0,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47
100760,10,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
100760,20,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
100760,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100760,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100760,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100812, 0,"R",89,"R",26,"R",28,"R",30,"R",4,"R",0,"R",1
100812,10,"R",89,"R",26,"R",28,"R",30,"R",4,"R",0,"R",1
100812,20,"R",61,"R",26,"R",28,"R",7,"R",0,"R",0,"R",0
100812,30,"R",23,"R",0,"R",0,"R",23,"R",0,"R",0,"R",0
100812,40,"R",5,"R",0,"R",0,"R",0,"R",4,"R",0,"R",1
100812,42,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
100812,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
100830, 0,"R",216,"R",57,"R",63,"R",64,"R",0,"R",32,"R",0
100830,10,"R",216,"R",57,"R",63,"R",64,"R",0,"R",32,"R",0
100830,20,"R",113,"R",52,"R",52,"R",9,"R",0,"R",0,"R",0
100830,30,"R",60,"R",5,"R",10,"R",45,"R",0,"R",0,"R",0
100830,40,"R",43,"R",0,"R",1,"R",10,"R",0,"R",32,"R",0
100830,41,"R",10,"R",0,"R",0,"R",10,"R",0,"R",0,"R",0
100830,42,"R",33,"R",0,"R",1,"R",0,"R",0,"R",32,"R",0
100830,44,"R",10,"R",0,"R",0,"R",10,"R",0,"R",0,"R",0
100858, 0,"R",1425,"R",403,"R",394,"R",375,"R",78,"R",165,"R",10
100858,10,"R",1425,"R",403,"R",394,"R",375,"R",78,"R",165,"R",10
100858,20,"R",718,"R",391,"R",326,"R",0,"R",1,"R",0,"R",0
100858,30,"R",352,"R",5,"R",30,"R",317,"R",0,"R",0,"R",0
100858,40,"R",355,"R",7,"R",38,"R",58,"R",77,"R",165,"R",10
100858,43,"R",355,"R",7,"R",38,"R",58,"R",77,"R",165,"R",10
100937, 0,"R",101,"R",38,"R",23,"R",23,"R",8,"R",9,"R",0
100937,10,"R",101,"R",38,"R",23,"R",23,"R",8,"R",9,"R",0
100937,20,"R",60,"R",38,"R",22,"R",0,"R",0,"R",0,"R",0
100937,30,"R",21,"R",0,"R",1,"R",20,"R",0,"R",0,"R",0
100937,40,"R",20,"R",0,"R",0,"R",3,"R",8,"R",9,"R",0
100937,42,"R",20,"R",0,"R",0,"R",3,"R",8,"R",9,"R",0
101028, 0,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101028,10,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101028,20,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30
101028,30,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101028,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101028,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101116, 0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,10,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,41,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,45,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101143, 0,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101143,10,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101143,20,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29
101143,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101143,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101143,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101161, 0,"R",164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",164
101161,10,"R",164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",164
101161,20,"R",109,"R",0,"R",0,"R",0,"R",0,"R",0,"R",109
101161,30,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101161,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101161,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101189, 0,"R",120,"R",34,"R",28,"R",33,"R",2,"R",22,"R",1
101189,10,"R",120,"R",34,"R",28,"R",33,"R",2,"R",22,"R",1
101189,20,"R",46,"R",29,"R",15,"R",2,"R",0,"R",0,"R",0
101189,30,"R",48,"R",5,"R",11,"R",29,"R",2,"R",0,"R",1
101189,40,"R",26,"R",0,"R",2,"R",2,"R",0,"R",22,"R",0
101189,42,"R",26,"R",0,"R",2,"R",2,"R",0,"R",22,"R",0
101240, 0,"R",133,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133
101240,10,"R",133,"R",0,"R",0,"R",0,"R",0,"R",0,"R",133
101240,20,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114
101240,30,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101240,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101240,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101286, 0,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",139
101286,10,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",139
101286,20,"R",105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",105
101286,30,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101295, 0,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118
101295,10,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118
101295,20,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
101295,30,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101295,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101295,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101301, 0,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101301,10,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46
101301,20,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101301,30,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22
101301,40,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101301,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
101365, 0,"R",17,"R",1,"R",0,"R",8,"R",8,"R",0,"R",0
101365,10,"R",17,"R",1,"R",0,"R",8,"R",8,"R",0,"R",0
101365,40,"R",17,"R",1,"R",0,"R",8,"R",8,"R",0,"R",0
101365,41,"R",17,"R",1,"R",0,"R",8,"R",8,"R",0,"R",0
101365,45,"R",17,"R",1,"R",0,"R",8,"R",8,"R",0,"R",0
101435, 0,"R",52,"R",17,"R",7,"R",19,"R",9,"R",0,"R",0
101435,10,"R",52,"R",17,"R",7,"R",19,"R",9,"R",0,"R",0
101435,20,"R",21,"R",16,"R",5,"R",0,"R",0,"R",0,"R",0
101435,30,"R",18,"R",0,"R",0,"R",15,"R",3,"R",0,"R",0
101435,40,"R",13,"R",1,"R",2,"R",4,"R",6,"R",0,"R",0
101435,41,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
101435,42,"R",9,"R",1,"R",0,"R",3,"R",5,"R",0,"R",0
101435,44,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0
101453, 0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,10,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101453,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101462, 0,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101462,10,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101462,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101462,30,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
101462,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101462,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471, 0,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101471,10,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55
101471,20,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101471,30,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101471,40,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
101471,42,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
101480, 0,"R",341,"R",96,"R",66,"R",88,"R",91,"R",0,"R",0
101480,10,"R",341,"R",96,"R",66,"R",88,"R",91,"R",0,"R",0
101480,20,"R",146,"R",91,"R",55,"R",0,"R",0,"R",0,"R",0
101480,30,"R",128,"R",5,"R",11,"R",88,"R",24,"R",0,"R",0
101480,40,"R",67,"R",0,"R",0,"R",0,"R",67,"R",0,"R",0
101480,42,"R",67,"R",0,"R",0,"R",0,"R",67,"R",0,"R",0
101505, 0,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147
101505,10,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147
101505,20,"R",121,"R",0,"R",0,"R",0,"R",0,"R",0,"R",121
101505,30,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101514, 0,"R",155,"R",0,"R",0,"R",0,"R",0,"R",0,"R",155
101514,10,"R",155,"R",0,"R",0,"R",0,"R",0,"R",0,"R",155
101514,20,"R",108,"R",0,"R",0,"R",0,"R",0,"R",0,"R",108
101514,30,"R",35,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35
101514,40,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101514,42,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101541, 0,"R",27,"R",3,"R",5,"R",18,"R",1,"R",0,"R",0
101541,10,"R",27,"R",3,"R",5,"R",18,"R",1,"R",0,"R",0
101541,20,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
101541,30,"R",23,"R",1,"R",3,"R",18,"R",1,"R",0,"R",0
101569, 0,"R",87,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87
101569,10,"R",87,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87
101569,20,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70
101569,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101587, 0,"R",116,"R",24,"R",33,"R",37,"R",18,"R",4,"R",0
101587,10,"R",116,"R",24,"R",33,"R",37,"R",18,"R",4,"R",0
101587,20,"R",55,"R",20,"R",24,"R",11,"R",0,"R",0,"R",0
101587,30,"R",25,"R",4,"R",6,"R",15,"R",0,"R",0,"R",0
101587,40,"R",36,"R",0,"R",3,"R",11,"R",18,"R",4,"R",0
101587,42,"R",36,"R",0,"R",3,"R",11,"R",18,"R",4,"R",0
101602, 0,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101602,10,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101602,20,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101602,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101602,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101602,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101648, 0,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101648,10,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101648,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101648,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101648,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101648,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101675, 0,"R",77,"R",7,"R",7,"R",17,"R",46,"R",0,"R",0
101675,10,"R",77,"R",7,"R",7,"R",17,"R",46,"R",0,"R",0
101675,20,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0
101675,30,"R",70,"R",0,"R",7,"R",17,"R",46,"R",0,"R",0
101693, 0,"R",73,"R",14,"R",20,"R",30,"R",8,"R",0,"R",1
101693,10,"R",73,"R",14,"R",20,"R",30,"R",8,"R",0,"R",1
101693,20,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
101693,30,"R",59,"R",9,"R",20,"R",30,"R",0,"R",0,"R",0
101693,40,"R",9,"R",0,"R",0,"R",0,"R",8,"R",0,"R",1
101693,42,"R",9,"R",0,"R",0,"R",0,"R",8,"R",0,"R",1
101709, 0,"R",153,"R",49,"R",46,"R",45,"R",13,"R",0,"R",0
101709,10,"R",153,"R",49,"R",46,"R",45,"R",13,"R",0,"R",0
101709,20,"R",98,"R",49,"R",45,"R",4,"R",0,"R",0,"R",0
101709,30,"R",40,"R",0,"R",1,"R",39,"R",0,"R",0,"R",0
101709,40,"R",15,"R",0,"R",0,"R",2,"R",13,"R",0,"R",0
101709,41,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
101709,42,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
101709,45,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
101736, 0,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101736,10,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101736,20,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53
101736,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101736,40,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101736,42,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101879, 0,"R",272,"R",72,"R",76,"R",75,"R",3,"R",46,"R",0
101879,10,"R",272,"R",72,"R",76,"R",75,"R",3,"R",46,"R",0
101879,20,"R",141,"R",70,"R",61,"R",10,"R",0,"R",0,"R",0
101879,30,"R",75,"R",2,"R",13,"R",60,"R",0,"R",0,"R",0
101879,40,"R",56,"R",0,"R",2,"R",5,"R",3,"R",46,"R",0
101879,41,"R",10,"R",0,"R",1,"R",1,"R",0,"R",8,"R",0
101879,42,"R",46,"R",0,"R",1,"R",4,"R",3,"R",38,"R",0
101879,44,"R",10,"R",0,"R",1,"R",1,"R",0,"R",8,"R",0
101897, 0,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101897,10,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56
101897,20,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36
101897,40,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101897,42,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19
101897,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101912, 0,"R",95,"R",16,"R",37,"R",42,"R",0,"R",0,"R",0
101912,10,"R",95,"R",16,"R",37,"R",42,"R",0,"R",0,"R",0
101912,20,"R",9,"R",3,"R",6,"R",0,"R",0,"R",0,"R",0
101912,30,"R",50,"R",12,"R",19,"R",19,"R",0,"R",0,"R",0
101912,40,"R",36,"R",1,"R",12,"R",23,"R",0,"R",0,"R",0
101912,42,"R",18,"R",1,"R",5,"R",12,"R",0,"R",0,"R",0
101912,43,"R",18,"R",0,"R",7,"R",11,"R",0,"R",0,"R",0
101994, 0,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,10,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
101994,20,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101994,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
102030, 0,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65
102030,10,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",65
102030,20,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
102030,30,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
102030,40,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
102030,42,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
102049, 0,"R",368,"R",138,"R",78,"R",119,"R",33,"R",0,"R",0
102049,10,"R",368,"R",138,"R",78,"R",119,"R",33,"R",0,"R",0
102049,20,"R",180,"R",124,"R",53,"R",3,"R",0,"R",0,"R",0
102049,30,"R",87,"R",5,"R",13,"R",69,"R",0,"R",0,"R",0
102049,40,"R",101,"R",9,"R",12,"R",47,"R",33,"R",0,"R",0
102049,42,"R",49,"R",7,"R",9,"R",21,"R",12,"R",0,"R",0
102049,43,"R",52,"R",2,"R",3,"R",26,"R",21,"R",0,"R",0
102058, 0,"R",6,"R",0,"R",0,"R",1,"R",3,"R",2,"R",0
102058,10,"R",6,"R",0,"R",0,"R",1,"R",3,"R",2,"R",0
102058,40,"R",6,"R",0,"R",0,"R",1,"R",3,"R",2,"R",0
102058,42,"R",6,"R",0,"R",0,"R",1,"R",3,"R",2,"R",0
102067, 0,"R",98,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98
102067,10,"R",98,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98
102067,20,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79
102067,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
102067,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
102067,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
102076, 0,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
102076,10,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
102076,20,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
102076,30,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
102094, 0,"R",811,"R",163,"R",176,"R",342,"R",129,"R",1,"R",0
102094,10,"R",811,"R",163,"R",176,"R",342,"R",129,"R",1,"R",0
102094,20,"R",247,"R",130,"R",113,"R",4,"R",0,"R",0,"R",0
102094,30,"R",134,"R",1,"R",12,"R",121,"R",0,"R",0,"R",0
102094,40,"R",430,"R",32,"R",51,"R",217,"R",129,"R",1,"R",0
102094,42,"R",430,"R",32,"R",51,"R",217,"R",129,"R",1,"R",0
102234, 0,"R",83,"R",13,"R",36,"R",27,"R",7,"R",0,"R",0
102234,10,"R",83,"R",13,"R",36,"R",27,"R",7,"R",0,"R",0
102234,20,"R",46,"R",12,"R",34,"R",0,"R",0,"R",0,"R",0
102234,30,"R",22,"R",1,"R",1,"R",20,"R",0,"R",0,"R",0
102234,40,"R",15,"R",0,"R",1,"R",7,"R",7,"R",0,"R",0
102234,42,"R",15,"R",0,"R",1,"R",7,"R",7,"R",0,"R",0
102270, 0,"R",41,"R",7,"R",11,"R",18,"R",4,"R",0,"R",1
102270,10,"R",40,"R",7,"R",11,"R",18,"R",4,"R",0,"R",0
102270,20,"R",16,"R",7,"R",7,"R",2,"R",0,"R",0,"R",0
102270,30,"R",24,"R",0,"R",4,"R",16,"R",4,"R",0,"R",0
102270,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102298, 0,"R",42,"R",5,"R",10,"R",20,"R",7,"R",0,"R",0
102298,10,"R",42,"R",5,"R",10,"R",20,"R",7,"R",0,"R",0
102298,20,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0
102298,30,"R",34,"R",1,"R",6,"R",20,"R",7,"R",0,"R",0
102313, 0,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
102313,10,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",62
102313,20,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
102313,30,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
102368, 0,"R",526,"R",62,"R",144,"R",154,"R",0,"R",161,"R",5
102368,10,"R",526,"R",62,"R",144,"R",154,"R",0,"R",161,"R",5
102368,20,"R",228,"R",57,"R",134,"R",36,"R",0,"R",0,"R",1
102368,30,"R",112,"R",2,"R",10,"R",100,"R",0,"R",0,"R",0
102368,40,"R",186,"R",3,"R",0,"R",18,"R",0,"R",161,"R",4
102368,41,"R",186,"R",3,"R",0,"R",18,"R",0,"R",161,"R",4
102368,45,"R",186,"R",3,"R",0,"R",18,"R",0,"R",161,"R",4
102377, 0,"R",236,"R",52,"R",83,"R",86,"R",13,"R",2,"R",0
102377,10,"R",236,"R",52,"R",83,"R",86,"R",13,"R",2,"R",0
102377,20,"R",107,"R",48,"R",53,"R",6,"R",0,"R",0,"R",0
102377,30,"R",69,"R",2,"R",13,"R",53,"R",1,"R",0,"R",0
102377,40,"R",60,"R",2,"R",17,"R",27,"R",12,"R",2,"R",0
102377,42,"R",60,"R",2,"R",17,"R",27,"R",12,"R",2,"R",0
102395, 0,"R",7,"R",0,"R",4,"R",1,"R",0,"R",2,"R",0
102395,10,"R",7,"R",0,"R",4,"R",1,"R",0,"R",2,"R",0
102395,40,"R",7,"R",0,"R",4,"R",1,"R",0,"R",2,"R",0
102395,41,"R",7,"R",0,"R",4,"R",1,"R",0,"R",2,"R",0
102395,45,"R",7,"R",0,"R",4,"R",1,"R",0,"R",2,"R",0
102429, 0,"R",104,"R",0,"R",0,"R",0,"R",104,"R",0,"R",0
102429,10,"R",104,"R",0,"R",0,"R",0,"R",104,"R",0,"R",0
102429,20,"R",94,"R",0,"R",0,"R",0,"R",94,"R",0,"R",0
102429,30,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
102553, 0,"R",449,"R",106,"R",123,"R",175,"R",32,"R",0,"R",13
102553,10,"R",437,"R",106,"R",123,"R",175,"R",32,"R",0,"R",1
102553,20,"R",229,"R",103,"R",115,"R",11,"R",0,"R",0,"R",0
102553,30,"R",98,"R",1,"R",4,"R",93,"R",0,"R",0,"R",0
102553,40,"R",110,"R",2,"R",4,"R",71,"R",32,"R",0,"R",1
102553,41,"R",9,"R",1,"R",0,"R",8,"R",0,"R",0,"R",0
102553,42,"R",95,"R",1,"R",4,"R",61,"R",29,"R",0,"R",0
102553,43,"R",6,"R",0,"R",0,"R",2,"R",3,"R",0,"R",1
102553,44,"R",9,"R",1,"R",0,"R",8,"R",0,"R",0,"R",0
102553,50,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
102614, 0,"R",338,"R",91,"R",105,"R",88,"R",25,"R",0,"R",29
102614,10,"R",315,"R",91,"R",105,"R",88,"R",25,"R",0,"R",6
102614,20,"R",184,"R",91,"R",92,"R",1,"R",0,"R",0,"R",0
102614,30,"R",52,"R",0,"R",5,"R",47,"R",0,"R",0,"R",0
102614,40,"R",79,"R",0,"R",8,"R",40,"R",25,"R",0,"R",6
102614,41,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
102614,42,"R",20,"R",0,"R",1,"R",14,"R",3,"R",0,"R",2
102614,43,"R",57,"R",0,"R",7,"R",24,"R",22,"R",0,"R",4
102614,44,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
102614,50,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
102632, 0,"R",94,"R",20,"R",29,"R",40,"R",1,"R",0,"R",4
102632,10,"R",90,"R",20,"R",29,"R",40,"R",1,"R",0,"R",0
102632,20,"R",47,"R",19,"R",27,"R",1,"R",0,"R",0,"R",0
102632,30,"R",8,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0
102632,40,"R",35,"R",1,"R",2,"R",31,"R",1,"R",0,"R",0
102632,41,"R",9,"R",1,"R",1,"R",7,"R",0,"R",0,"R",0
102632,42,"R",19,"R",0,"R",1,"R",18,"R",0,"R",0,"R",0
