varnumber,varname,codevalue,valuelabel,frequency,percent
16116,COUNTYCD,5143,"Washington County, AR",5,0.08
16116,COUNTYCD,5145,"White County, AR",3,0.05
16116,COUNTYCD,6001,"Alameda County, CA",39,0.59
16116,COUNTYCD,6007,"Butte County, CA",3,0.05
16116,COUNTYCD,6013,"Contra Costa County, CA",12,0.18
16116,COUNTYCD,6017,"El Dorado County, CA",2,0.03
16116,COUNTYCD,6019,"Fresno County, CA",20,0.3
16116,COUNTYCD,6023,"Humboldt County, CA",4,0.06
16116,COUNTYCD,6025,"Imperial County, CA",3,0.05
16116,COUNTYCD,6029,"Kern County, CA",10,0.15
16116,COUNTYCD,6031,"Kings County, CA",2,0.03
16116,COUNTYCD,6035,"Lassen County, CA",1,0.02
16116,COUNTYCD,6037,"Los Angeles County, CA",208,3.17
16116,COUNTYCD,6041,"Marin County, CA",3,0.05
16116,COUNTYCD,6045,"Mendocino County, CA",2,0.03
16116,COUNTYCD,6047,"Merced County, CA",4,0.06
16116,COUNTYCD,6053,"Monterey County, CA",10,0.15
16116,COUNTYCD,6055,"Napa County, CA",2,0.03
16116,COUNTYCD,6059,"Orange County, CA",65,0.99
16116,COUNTYCD,6061,"Placer County, CA",4,0.06
16116,COUNTYCD,6063,"Plumas County, CA",1,0.02
16116,COUNTYCD,6065,"Riverside County, CA",36,0.55
16116,COUNTYCD,6067,"Sacramento County, CA",28,0.43
16116,COUNTYCD,6071,"San Bernardino County, CA",28,0.43
16116,COUNTYCD,6073,"San Diego County, CA",70,1.07
16116,COUNTYCD,6075,"San Francisco County, CA",20,0.3
16116,COUNTYCD,6077,"San Joaquin County, CA",11,0.17
16116,COUNTYCD,6079,"San Luis Obispo County, CA",5,0.08
16116,COUNTYCD,6081,"San Mateo County, CA",9,0.14
16116,COUNTYCD,6083,"Santa Barbara County, CA",11,0.17
16116,COUNTYCD,6085,"Santa Clara County, CA",26,0.4
16116,COUNTYCD,6087,"Santa Cruz County, CA",5,0.08
16116,COUNTYCD,6089,"Shasta County, CA",4,0.06
16116,COUNTYCD,6093,"Siskiyou County, CA",1,0.02
16116,COUNTYCD,6095,"Solano County, CA",7,0.11
16116,COUNTYCD,6097,"Sonoma County, CA",6,0.09
16116,COUNTYCD,6099,"Stanislaus County, CA",10,0.15
16116,COUNTYCD,6101,"Sutter County, CA",2,0.03
16116,COUNTYCD,6107,"Tulare County, CA",8,0.12
16116,COUNTYCD,6109,"Tuolumne County, CA",1,0.02
16116,COUNTYCD,6111,"Ventura County, CA",13,0.2
16116,COUNTYCD,6113,"Yolo County, CA",2,0.03
16116,COUNTYCD,6115,"Yuba County, CA",1,0.02
16116,COUNTYCD,8001,"Adams County, CO",7,0.11
16116,COUNTYCD,8003,"Alamosa County, CO",1,0.02
16116,COUNTYCD,8005,"Arapahoe County, CO",14,0.21
16116,COUNTYCD,8013,"Boulder County, CO",7,0.11
16116,COUNTYCD,8014,"Broomfield County, CO",1,0.02
16116,COUNTYCD,8029,"Delta County, CO",1,0.02
16116,COUNTYCD,8031,"Denver County, CO",18,0.27
16116,COUNTYCD,8035,"Douglas County, CO",4,0.06
16116,COUNTYCD,8041,"El Paso County, CO",16,0.24
16116,COUNTYCD,8045,"Garfield County, CO",1,0.02
16116,COUNTYCD,8051,"Gunnison County, CO",1,0.02
16116,COUNTYCD,8059,"Jefferson County, CO",14,0.21
16116,COUNTYCD,8067,"La Plata County, CO",1,0.02
16116,COUNTYCD,8069,"Larimer County, CO",6,0.09
16116,COUNTYCD,8071,"Las Animas County, CO",1,0.02
16116,COUNTYCD,8075,"Logan County, CO",1,0.02
16116,COUNTYCD,8077,"Mesa County, CO",3,0.05
16116,COUNTYCD,8087,"Morgan County, CO",1,0.02
16116,COUNTYCD,8089,"Otero County, CO",1,0.02
16116,COUNTYCD,8099,"Prowers County, CO",1,0.02
16116,COUNTYCD,8101,"Pueblo County, CO",2,0.03
16116,COUNTYCD,8103,"Rio Blanco County, CO",1,0.02
16116,COUNTYCD,8123,"Weld County, CO",3,0.05
16116,COUNTYCD,9001,"Fairfield County, CT",15,0.23
16116,COUNTYCD,9003,"Hartford County, CT",21,0.32
16116,COUNTYCD,9005,"Litchfield County, CT",1,0.02
16116,COUNTYCD,9007,"Middlesex County, CT",4,0.06
16116,COUNTYCD,9009,"New Haven County, CT",24,0.37
16116,COUNTYCD,9011,"New London County, CT",7,0.11
16116,COUNTYCD,9013,"Tolland County, CT",2,0.03
16116,COUNTYCD,9015,"Windham County, CT",2,0.03
16116,COUNTYCD,10001,"Kent County, DE",6,0.09
16116,COUNTYCD,10003,"New Castle County, DE",11,0.17
16116,COUNTYCD,10005,"Sussex County, DE",2,0.03
16116,COUNTYCD,11001,"District of Columbia, DC",23,0.35
16116,COUNTYCD,12001,"Alachua County, FL",9,0.14
16116,COUNTYCD,12005,"Bay County, FL",2,0.03
16116,COUNTYCD,12007,"Bradford County, FL",1,0.02
16116,COUNTYCD,12009,"Brevard County, FL",6,0.09
16116,COUNTYCD,12011,"Broward County, FL",32,0.49
16116,COUNTYCD,12015,"Charlotte County, FL",1,0.02
16116,COUNTYCD,12017,"Citrus County, FL",1,0.02
16116,COUNTYCD,12019,"Clay County, FL",2,0.03
16116,COUNTYCD,12021,"Collier County, FL",5,0.08
16116,COUNTYCD,12023,"Columbia County, FL",1,0.02
16116,COUNTYCD,12031,"Duval County, FL",19,0.29
16116,COUNTYCD,12033,"Escambia County, FL",6,0.09
16116,COUNTYCD,12035,"Flagler County, FL",1,0.02
16116,COUNTYCD,12039,"Gadsden County, FL",1,0.02
16116,COUNTYCD,12053,"Hernando County, FL",2,0.03
16116,COUNTYCD,12055,"Highlands County, FL",2,0.03
16116,COUNTYCD,12057,"Hillsborough County, FL",21,0.32
16116,COUNTYCD,12061,"Indian River County, FL",1,0.02
16116,COUNTYCD,12063,"Jackson County, FL",2,0.03
16116,COUNTYCD,12069,"Lake County, FL",3,0.05
16116,COUNTYCD,12071,"Lee County, FL",13,0.2
16116,COUNTYCD,12073,"Leon County, FL",8,0.12
16116,COUNTYCD,12079,"Madison County, FL",1,0.02
16116,COUNTYCD,12081,"Manatee County, FL",5,0.08
16116,COUNTYCD,12083,"Marion County, FL",4,0.06
16116,COUNTYCD,12085,"Martin County, FL",1,0.02
16116,COUNTYCD,12086,"Miami-Dade County, FL",78,1.19
16116,COUNTYCD,12087,"Monroe County, FL",1,0.02
16116,COUNTYCD,12091,"Okaloosa County, FL",2,0.03
16116,COUNTYCD,12095,"Orange County, FL",23,0.35
16116,COUNTYCD,12097,"Osceola County, FL",4,0.06
16116,COUNTYCD,12099,"Palm Beach County, FL",24,0.37
16116,COUNTYCD,12101,"Pasco County, FL",5,0.08
16116,COUNTYCD,12103,"Pinellas County, FL",14,0.21
16116,COUNTYCD,12105,"Polk County, FL",10,0.15
16116,COUNTYCD,12107,"Putnam County, FL",1,0.02
16116,COUNTYCD,12109,"St. Johns County, FL",2,0.03
16116,COUNTYCD,12111,"St. Lucie County, FL",4,0.06
16116,COUNTYCD,12113,"Santa Rosa County, FL",1,0.02
16116,COUNTYCD,12115,"Sarasota County, FL",6,0.09
16116,COUNTYCD,12117,"Seminole County, FL",9,0.14
16116,COUNTYCD,12119,"Sumter County, FL",1,0.02
16116,COUNTYCD,12121,"Suwannee County, FL",1,0.02
16116,COUNTYCD,12123,"Taylor County, FL",1,0.02
16116,COUNTYCD,12127,"Volusia County, FL",8,0.12
16116,COUNTYCD,12131,"Walton County, FL",1,0.02
16116,COUNTYCD,12133,"Washington County, FL",1,0.02
16116,COUNTYCD,13009,"Baldwin County, GA",2,0.03
16116,COUNTYCD,13013,"Barrow County, GA",1,0.02
16116,COUNTYCD,13021,"Bibb County, GA",5,0.08
16116,COUNTYCD,13031,"Bulloch County, GA",2,0.03
16116,COUNTYCD,13039,"Camden County, GA",2,0.03
16116,COUNTYCD,13045,"Carroll County, GA",1,0.02
16116,COUNTYCD,13051,"Chatham County, GA",7,0.11
16116,COUNTYCD,13057,"Cherokee County, GA",1,0.02
16116,COUNTYCD,13059,"Clarke County, GA",3,0.05
16116,COUNTYCD,13063,"Clayton County, GA",5,0.08
16116,COUNTYCD,13067,"Cobb County, GA",9,0.14
16116,COUNTYCD,13069,"Coffee County, GA",1,0.02
16116,COUNTYCD,13073,"Columbia County, GA",1,0.02
16116,COUNTYCD,13083,"Dade County, GA",1,0.02
16116,COUNTYCD,13089,"DeKalb County, GA",15,0.23
16116,COUNTYCD,13095,"Dougherty County, GA",2,0.03
16116,COUNTYCD,13107,"Emanuel County, GA",1,0.02
16116,COUNTYCD,13115,"Floyd County, GA",4,0.06
16116,COUNTYCD,13117,"Forsyth County, GA",1,0.02
16116,COUNTYCD,13119,"Franklin County, GA",1,0.02
16116,COUNTYCD,13121,"Fulton County, GA",29,0.44
16116,COUNTYCD,13127,"Glynn County, GA",1,0.02
16116,COUNTYCD,13135,"Gwinnett County, GA",11,0.17
16116,COUNTYCD,13137,"Habersham County, GA",2,0.03
16116,COUNTYCD,13139,"Hall County, GA",4,0.06
16116,COUNTYCD,13143,"Haralson County, GA",1,0.02
16116,COUNTYCD,13153,"Houston County, GA",1,0.02
16116,COUNTYCD,13171,"Lamar County, GA",1,0.02
16116,COUNTYCD,13185,"Lowndes County, GA",2,0.03
16116,COUNTYCD,13187,"Lumpkin County, GA",1,0.02
16116,COUNTYCD,13209,"Montgomery County, GA",1,0.02
16116,COUNTYCD,13215,"Muscogee County, GA",4,0.06
16116,COUNTYCD,13217,"Newton County, GA",1,0.02
16116,COUNTYCD,13223,"Paulding County, GA",1,0.02
16116,COUNTYCD,13225,"Peach County, GA",1,0.02
16116,COUNTYCD,13243,"Randolph County, GA",1,0.02
16116,COUNTYCD,13245,"Richmond County, GA",5,0.08
16116,COUNTYCD,13247,"Rockdale County, GA",1,0.02
16116,COUNTYCD,13255,"Spalding County, GA",1,0.02
16116,COUNTYCD,13257,"Stephens County, GA",1,0.02
16116,COUNTYCD,13261,"Sumter County, GA",2,0.03
16116,COUNTYCD,13275,"Thomas County, GA",2,0.03
16116,COUNTYCD,13277,"Tift County, GA",1,0.02
16116,COUNTYCD,13279,"Toombs County, GA",1,0.02
16116,COUNTYCD,13281,"Towns County, GA",1,0.02
16116,COUNTYCD,13285,"Troup County, GA",2,0.03
16116,COUNTYCD,13299,"Ware County, GA",1,0.02
16116,COUNTYCD,13303,"Washington County, GA",1,0.02
16116,COUNTYCD,13311,"White County, GA",1,0.02
16116,COUNTYCD,13313,"Whitfield County, GA",2,0.03
16116,COUNTYCD,15001,"Hawaii County, HI",3,0.05
16116,COUNTYCD,15003,"Honolulu County, HI",17,0.26
16116,COUNTYCD,15007,"Kauai County, HI",1,0.02
16116,COUNTYCD,15009,"Maui County, HI",2,0.03
16116,COUNTYCD,16001,"Ada County, ID",10,0.15
16116,COUNTYCD,16005,"Bannock County, ID",2,0.03
16116,COUNTYCD,16011,"Bingham County, ID",1,0.02
16116,COUNTYCD,16019,"Bonneville County, ID",3,0.05
16116,COUNTYCD,16027,"Canyon County, ID",5,0.08
16116,COUNTYCD,16031,"Cassia County, ID",1,0.02
16116,COUNTYCD,16053,"Jerome County, ID",1,0.02
16116,COUNTYCD,16055,"Kootenai County, ID",2,0.03
16116,COUNTYCD,16057,"Latah County, ID",3,0.05
16116,COUNTYCD,16065,"Madison County, ID",4,0.06
16116,COUNTYCD,16069,"Nez Perce County, ID",3,0.05
16116,COUNTYCD,16083,"Twin Falls County, ID",3,0.05
16116,COUNTYCD,17001,"Adams County, IL",6,0.09
16116,COUNTYCD,17005,"Bond County, IL",1,0.02
16116,COUNTYCD,17019,"Champaign County, IL",4,0.06
16116,COUNTYCD,17027,"Clinton County, IL",1,0.02
16116,COUNTYCD,17029,"Coles County, IL",2,0.03
16116,COUNTYCD,17031,"Cook County, IL",108,1.65
16116,COUNTYCD,17033,"Crawford County, IL",1,0.02
16116,COUNTYCD,17037,"DeKalb County, IL",4,0.06
16116,COUNTYCD,17043,"DuPage County, IL",23,0.35
16116,COUNTYCD,17057,"Fulton County, IL",3,0.05
16116,COUNTYCD,17077,"Jackson County, IL",2,0.03
16116,COUNTYCD,17081,"Jefferson County, IL",1,0.02
16116,COUNTYCD,17083,"Jersey County, IL",1,0.02
16116,COUNTYCD,17089,"Kane County, IL",5,0.08
16116,COUNTYCD,17091,"Kankakee County, IL",3,0.05
16116,COUNTYCD,17093,"Kendall County, IL",1,0.02
16116,COUNTYCD,17095,"Knox County, IL",2,0.03
16116,COUNTYCD,17097,"Lake County, IL",9,0.14
16116,COUNTYCD,17099,"LaSalle County, IL",2,0.03
16116,COUNTYCD,17103,"Lee County, IL",1,0.02
16116,COUNTYCD,17107,"Logan County, IL",2,0.03
16116,COUNTYCD,17109,"McDonough County, IL",1,0.02
16116,COUNTYCD,17111,"McHenry County, IL",3,0.05
16116,COUNTYCD,17113,"McLean County, IL",5,0.08
16116,COUNTYCD,17115,"Macon County, IL",4,0.06
16116,COUNTYCD,17117,"Macoupin County, IL",1,0.02
16116,COUNTYCD,17119,"Madison County, IL",3,0.05
16116,COUNTYCD,17133,"Monroe County, IL",2,0.03
16116,COUNTYCD,17135,"Montgomery County, IL",1,0.02
16116,COUNTYCD,17137,"Morgan County, IL",3,0.05
16116,COUNTYCD,17143,"Peoria County, IL",5,0.08
16116,COUNTYCD,17153,"Pulaski County, IL",1,0.02
16116,COUNTYCD,17159,"Richland County, IL",2,0.03
16116,COUNTYCD,17161,"Rock Island County, IL",5,0.08
16116,COUNTYCD,17163,"St. Clair County, IL",2,0.03
16116,COUNTYCD,17165,"Saline County, IL",1,0.02
16116,COUNTYCD,17167,"Sangamon County, IL",7,0.11
16116,COUNTYCD,17177,"Stephenson County, IL",1,0.02
16116,COUNTYCD,17179,"Tazewell County, IL",3,0.05
16116,COUNTYCD,17183,"Vermilion County, IL",3,0.05
16116,COUNTYCD,17185,"Wabash County, IL",1,0.02
16116,COUNTYCD,17187,"Warren County, IL",1,0.02
16116,COUNTYCD,17191,"Wayne County, IL",1,0.02
16116,COUNTYCD,17195,"Whiteside County, IL",2,0.03
16116,COUNTYCD,17197,"Will County, IL",7,0.11
16116,COUNTYCD,17199,"Williamson County, IL",1,0.02
16116,COUNTYCD,17201,"Winnebago County, IL",8,0.12
16116,COUNTYCD,17203,"Woodford County, IL",1,0.02
16116,COUNTYCD,18003,"Allen County, IN",10,0.15
16116,COUNTYCD,18019,"Clark County, IN",4,0.06
16116,COUNTYCD,18029,"Dearborn County, IN",1,0.02
16116,COUNTYCD,18035,"Delaware County, IN",2,0.03
16116,COUNTYCD,18039,"Elkhart County, IN",2,0.03
16116,COUNTYCD,18043,"Floyd County, IN",1,0.02
16116,COUNTYCD,18051,"Gibson County, IN",1,0.02
16116,COUNTYCD,18053,"Grant County, IN",4,0.06
16116,COUNTYCD,18057,"Hamilton County, IN",3,0.05
16116,COUNTYCD,18067,"Howard County, IN",3,0.05
16116,COUNTYCD,18069,"Huntington County, IN",1,0.02
16116,COUNTYCD,18077,"Jefferson County, IN",1,0.02
16116,COUNTYCD,18081,"Johnson County, IN",1,0.02
16116,COUNTYCD,18083,"Knox County, IN",2,0.03
16116,COUNTYCD,18085,"Kosciusko County, IN",1,0.02
16116,COUNTYCD,18089,"Lake County, IN",10,0.15
16116,COUNTYCD,18095,"Madison County, IN",3,0.05
16116,COUNTYCD,18097,"Marion County, IN",24,0.37
16116,COUNTYCD,18099,"Marshall County, IN",1,0.02
16116,COUNTYCD,18105,"Monroe County, IN",2,0.03
16116,COUNTYCD,18107,"Montgomery County, IN",1,0.02
16116,COUNTYCD,18127,"Porter County, IN",3,0.05
16116,COUNTYCD,18133,"Putnam County, IN",1,0.02
16116,COUNTYCD,18141,"St. Joseph County, IN",7,0.11
16116,COUNTYCD,18147,"Spencer County, IN",1,0.02
16116,COUNTYCD,18149,"Starke County, IN",1,0.02
16116,COUNTYCD,18151,"Steuben County, IN",1,0.02
16116,COUNTYCD,18157,"Tippecanoe County, IN",5,0.08
16116,COUNTYCD,18163,"Vanderburgh County, IN",5,0.08
16116,COUNTYCD,18167,"Vigo County, IN",4,0.06
16116,COUNTYCD,18169,"Wabash County, IN",1,0.02
16116,COUNTYCD,18177,"Wayne County, IN",4,0.06
16116,COUNTYCD,19013,"Black Hawk County, IA",6,0.09
16116,COUNTYCD,19017,"Bremer County, IA",1,0.02
16116,COUNTYCD,19021,"Buena Vista County, IA",2,0.03
16116,COUNTYCD,19033,"Cerro Gordo County, IA",3,0.05
16116,COUNTYCD,19049,"Dallas County, IA",1,0.02
16116,COUNTYCD,19053,"Decatur County, IA",1,0.02
16116,COUNTYCD,19057,"Des Moines County, IA",1,0.02
16116,COUNTYCD,19059,"Dickinson County, IA",1,0.02
16116,COUNTYCD,19061,"Dubuque County, IA",7,0.11
16116,COUNTYCD,19063,"Emmet County, IA",1,0.02
16116,COUNTYCD,19065,"Fayette County, IA",1,0.02
16116,COUNTYCD,19083,"Hardin County, IA",1,0.02
16116,COUNTYCD,19087,"Henry County, IA",2,0.03
16116,COUNTYCD,19101,"Jefferson County, IA",1,0.02
16116,COUNTYCD,19103,"Johnson County, IA",2,0.03
16116,COUNTYCD,19105,"Jones County, IA",1,0.02
16116,COUNTYCD,19113,"Linn County, IA",7,0.11
16116,COUNTYCD,19123,"Mahaska County, IA",1,0.02
16116,COUNTYCD,19125,"Marion County, IA",1,0.02
16116,COUNTYCD,19127,"Marshall County, IA",2,0.03
16116,COUNTYCD,19153,"Polk County, IA",11,0.17
16116,COUNTYCD,19155,"Pottawattamie County, IA",2,0.03
16116,COUNTYCD,19157,"Poweshiek County, IA",1,0.02
16116,COUNTYCD,19163,"Scott County, IA",8,0.12
16116,COUNTYCD,19167,"Sioux County, IA",3,0.05
16116,COUNTYCD,19169,"Story County, IA",2,0.03
16116,COUNTYCD,19175,"Union County, IA",1,0.02
16116,COUNTYCD,19179,"Wapello County, IA",2,0.03
16116,COUNTYCD,19181,"Warren County, IA",1,0.02
16116,COUNTYCD,19183,"Washington County, IA",1,0.02
16116,COUNTYCD,19187,"Webster County, IA",2,0.03
16116,COUNTYCD,19189,"Winnebago County, IA",1,0.02
16116,COUNTYCD,19191,"Winneshiek County, IA",2,0.03
16116,COUNTYCD,19193,"Woodbury County, IA",5,0.08
16116,COUNTYCD,20001,"Allen County, KS",1,0.02
16116,COUNTYCD,20005,"Atchison County, KS",1,0.02
16116,COUNTYCD,20009,"Barton County, KS",1,0.02
16116,COUNTYCD,20011,"Bourbon County, KS",1,0.02
16116,COUNTYCD,20015,"Butler County, KS",1,0.02
16116,COUNTYCD,20029,"Cloud County, KS",1,0.02
16116,COUNTYCD,20035,"Cowley County, KS",2,0.03
16116,COUNTYCD,20037,"Crawford County, KS",1,0.02
16116,COUNTYCD,20043,"Doniphan County, KS",1,0.02
16116,COUNTYCD,20045,"Douglas County, KS",4,0.06
16116,COUNTYCD,20051,"Ellis County, KS",2,0.03
16116,COUNTYCD,20055,"Finney County, KS",2,0.03
16116,COUNTYCD,20057,"Ford County, KS",1,0.02
16116,COUNTYCD,20059,"Franklin County, KS",2,0.03
16116,COUNTYCD,20079,"Harvey County, KS",2,0.03
16116,COUNTYCD,20091,"Johnson County, KS",12,0.18
16116,COUNTYCD,20097,"Kiowa County, KS",1,0.02
16116,COUNTYCD,20099,"Labette County, KS",1,0.02
16116,COUNTYCD,20103,"Leavenworth County, KS",1,0.02
16116,COUNTYCD,20111,"Lyon County, KS",2,0.03
16116,COUNTYCD,20113,"McPherson County, KS",3,0.05
16116,COUNTYCD,20115,"Marion County, KS",1,0.02
16116,COUNTYCD,20123,"Mitchell County, KS",1,0.02
16116,COUNTYCD,20125,"Montgomery County, KS",2,0.03
16116,COUNTYCD,20133,"Neosho County, KS",1,0.02
16116,COUNTYCD,20151,"Pratt County, KS",1,0.02
16116,COUNTYCD,20155,"Reno County, KS",1,0.02
16116,COUNTYCD,20159,"Rice County, KS",1,0.02
16116,COUNTYCD,20161,"Riley County, KS",4,0.06
16116,COUNTYCD,20169,"Saline County, KS",3,0.05
16116,COUNTYCD,20173,"Sedgwick County, KS",11,0.17
16116,COUNTYCD,20175,"Seward County, KS",1,0.02
16116,COUNTYCD,20177,"Shawnee County, KS",4,0.06
16116,COUNTYCD,20181,"Sherman County, KS",1,0.02
16116,COUNTYCD,20193,"Thomas County, KS",1,0.02
16116,COUNTYCD,20209,"Wyandotte County, KS",2,0.03
16116,COUNTYCD,21001,"Adair County, KY",1,0.02
16116,COUNTYCD,21009,"Barren County, KY",1,0.02
16116,COUNTYCD,21013,"Bell County, KY",1,0.02
16116,COUNTYCD,21015,"Boone County, KY",3,0.05
16116,COUNTYCD,21019,"Boyd County, KY",2,0.03
16116,COUNTYCD,21021,"Boyle County, KY",1,0.02
16116,COUNTYCD,21025,"Breathitt County, KY",1,0.02
16116,COUNTYCD,21035,"Calloway County, KY",1,0.02
16116,COUNTYCD,21037,"Campbell County, KY",3,0.05
16116,COUNTYCD,21043,"Carter County, KY",1,0.02
16116,COUNTYCD,21047,"Christian County, KY",2,0.03
16116,COUNTYCD,21059,"Daviess County, KY",4,0.06
16116,COUNTYCD,21067,"Fayette County, KY",9,0.14
16116,COUNTYCD,21071,"Floyd County, KY",1,0.02
16116,COUNTYCD,21073,"Franklin County, KY",1,0.02
16116,COUNTYCD,21093,"Hardin County, KY",3,0.05
16116,COUNTYCD,21095,"Harlan County, KY",1,0.02
16116,COUNTYCD,21101,"Henderson County, KY",1,0.02
16116,COUNTYCD,21107,"Hopkins County, KY",1,0.02
16116,COUNTYCD,21111,"Jefferson County, KY",19,0.29
16116,COUNTYCD,21113,"Jessamine County, KY",3,0.05
16116,COUNTYCD,21115,"Johnson County, KY",1,0.02
16116,COUNTYCD,21117,"Kenton County, KY",2,0.03
16116,COUNTYCD,21119,"Knott County, KY",1,0.02
16116,COUNTYCD,21121,"Knox County, KY",1,0.02
16116,COUNTYCD,21131,"Leslie County, KY",1,0.02
16116,COUNTYCD,21133,"Letcher County, KY",1,0.02
16116,COUNTYCD,21145,"McCracken County, KY",1,0.02
16116,COUNTYCD,21151,"Madison County, KY",4,0.06
16116,COUNTYCD,21161,"Mason County, KY",1,0.02
16116,COUNTYCD,21193,"Perry County, KY",2,0.03
16116,COUNTYCD,21195,"Pike County, KY",2,0.03
16116,COUNTYCD,21199,"Pulaski County, KY",1,0.02
16116,COUNTYCD,21205,"Rowan County, KY",1,0.02
16116,COUNTYCD,21209,"Scott County, KY",1,0.02
16116,COUNTYCD,21217,"Taylor County, KY",1,0.02
16116,COUNTYCD,21227,"Warren County, KY",7,0.11
16116,COUNTYCD,21235,"Whitley County, KY",1,0.02
16116,COUNTYCD,21239,"Woodford County, KY",2,0.03
16116,COUNTYCD,22001,"Acadia Parish, LA",1,0.02
16116,COUNTYCD,22005,"Ascension Parish, LA",1,0.02
16116,COUNTYCD,22015,"Bossier Parish, LA",3,0.05
16116,COUNTYCD,22017,"Caddo Parish, LA",13,0.2
16116,COUNTYCD,22019,"Calcasieu Parish, LA",5,0.08
16116,COUNTYCD,22033,"East Baton Rouge Parish, LA",24,0.37
16116,COUNTYCD,22045,"Iberia Parish, LA",1,0.02
16116,COUNTYCD,22051,"Jefferson Parish, LA",9,0.14
16116,COUNTYCD,22055,"Lafayette Parish, LA",10,0.15
16116,COUNTYCD,22057,"Lafourche Parish, LA",1,0.02
16116,COUNTYCD,22061,"Lincoln Parish, LA",2,0.03
16116,COUNTYCD,22063,"Livingston Parish, LA",1,0.02
16116,COUNTYCD,22069,"Natchitoches Parish, LA",1,0.02
16116,COUNTYCD,22071,"Orleans Parish, LA",14,0.21
16116,COUNTYCD,22073,"Ouachita Parish, LA",9,0.14
16116,COUNTYCD,22079,"Rapides Parish, LA",6,0.09
16116,COUNTYCD,22087,"St. Bernard Parish, LA",1,0.02
16116,COUNTYCD,22097,"St. Landry Parish, LA",2,0.03
16116,COUNTYCD,22101,"St. Mary Parish, LA",1,0.02
16116,COUNTYCD,22103,"St. Tammany Parish, LA",6,0.09
16116,COUNTYCD,22105,"Tangipahoa Parish, LA",2,0.03
16116,COUNTYCD,22109,"Terrebonne Parish, LA",6,0.09
16116,COUNTYCD,22119,"Webster Parish, LA",1,0.02
16116,COUNTYCD,23001,"Androscoggin County, ME",4,0.06
16116,COUNTYCD,23003,"Aroostook County, ME",3,0.05
16116,COUNTYCD,23005,"Cumberland County, ME",10,0.15
16116,COUNTYCD,23007,"Franklin County, ME",1,0.02
16116,COUNTYCD,23009,"Hancock County, ME",2,0.03
16116,COUNTYCD,23011,"Kennebec County, ME",5,0.08
16116,COUNTYCD,23013,"Knox County, ME",1,0.02
16116,COUNTYCD,23019,"Penobscot County, ME",5,0.08
16116,COUNTYCD,23025,"Somerset County, ME",1,0.02
16116,COUNTYCD,23027,"Waldo County, ME",1,0.02
16116,COUNTYCD,23029,"Washington County, ME",2,0.03
16116,COUNTYCD,23031,"York County, ME",4,0.06
16116,COUNTYCD,24001,"Allegany County, MD",2,0.03
16116,COUNTYCD,24003,"Anne Arundel County, MD",7,0.11
16116,COUNTYCD,24005,"Baltimore County, MD",13,0.2
16116,COUNTYCD,24013,"Carroll County, MD",2,0.03
16116,COUNTYCD,24015,"Cecil County, MD",1,0.02
16116,COUNTYCD,24017,"Charles County, MD",1,0.02
16116,COUNTYCD,24021,"Frederick County, MD",6,0.09
16116,COUNTYCD,24023,"Garrett County, MD",1,0.02
16116,COUNTYCD,24025,"Harford County, MD",2,0.03
16116,COUNTYCD,24027,"Howard County, MD",4,0.06
16116,COUNTYCD,24029,"Kent County, MD",1,0.02
16116,COUNTYCD,24031,"Montgomery County, MD",8,0.12
16116,COUNTYCD,24033,"Prince George's County, MD",12,0.18
16116,COUNTYCD,24035,"Queen Anne's County, MD",1,0.02
16116,COUNTYCD,24037,"St. Mary's County, MD",2,0.03
16116,COUNTYCD,24039,"Somerset County, MD",1,0.02
16116,COUNTYCD,24043,"Washington County, MD",3,0.05
16116,COUNTYCD,24045,"Wicomico County, MD",3,0.05
16116,COUNTYCD,24510,"Baltimore City, MD",15,0.23
16116,COUNTYCD,25001,"Barnstable County, MA",3,0.05
16116,COUNTYCD,25003,"Berkshire County, MA",6,0.09
16116,COUNTYCD,25005,"Bristol County, MA",10,0.15
16116,COUNTYCD,25009,"Essex County, MA",12,0.18
16116,COUNTYCD,25011,"Franklin County, MA",2,0.03
16116,COUNTYCD,25013,"Hampden County, MA",13,0.2
16116,COUNTYCD,25015,"Hampshire County, MA",6,0.09
16116,COUNTYCD,25017,"Middlesex County, MA",33,0.5
16116,COUNTYCD,25021,"Norfolk County, MA",19,0.29
16116,COUNTYCD,25023,"Plymouth County, MA",4,0.06
16116,COUNTYCD,25025,"Suffolk County, MA",31,0.47
16116,COUNTYCD,25027,"Worcester County, MA",21,0.32
16116,COUNTYCD,26007,"Alpena County, MI",1,0.02
16116,COUNTYCD,26013,"Baraga County, MI",1,0.02
16116,COUNTYCD,26015,"Barry County, MI",1,0.02
16116,COUNTYCD,26017,"Bay County, MI",3,0.05
16116,COUNTYCD,26021,"Berrien County, MI",3,0.05
16116,COUNTYCD,26023,"Branch County, MI",1,0.02
16116,COUNTYCD,26025,"Calhoun County, MI",5,0.08
16116,COUNTYCD,26027,"Cass County, MI",1,0.02
16116,COUNTYCD,26033,"Chippewa County, MI",2,0.03
16116,COUNTYCD,26035,"Clare County, MI",1,0.02
16116,COUNTYCD,26039,"Crawford County, MI",1,0.02
16116,COUNTYCD,26041,"Delta County, MI",1,0.02
16116,COUNTYCD,26045,"Eaton County, MI",3,0.05
16116,COUNTYCD,26047,"Emmet County, MI",1,0.02
16116,COUNTYCD,26049,"Genesee County, MI",9,0.14
